연번,시군구,중개업소 구분,중개업자명,중개업소명,사무소주소,위도,경도,데이터기준일자
2154, 남구,중개인,신재석,경남부동산중개인사무소,부산광역시 남구 유엔로157번길 100 (대연동),35.13471403,129.0933251,2023-01-30
2155, 남구,공인중개사,박희채,서광공인중개사사무소,부산광역시 남구 용호로 219-1 (용호동),35.11265685,129.111152,2023-01-30
2156, 남구,공인중개사,정경숙,삼성문현공인중개사사무소,"부산광역시 남구 전포대로20번길 15 125동 113호 (문현동, 삼성아파트)",35.1384106,129.0690141,2023-01-30
2157, 남구,공인중개사,정갑성,대진공인중개사사무소,부산광역시 남구 고동골로 24 (문현동),35.13912095,129.071251,2023-01-30
2158, 남구,공인중개사,정양우,굿모닝공인중개사사무소,부산광역시 남구 고동골로97번길 38 (문현동),35.14710942,129.0730459,2023-01-30
2159, 남구,공인중개사,여영순,문화공인중개사사무소,"부산광역시 남구 우암로154번길 18 상가동 2층 (우암동, 대진아파트)",35.12396673,129.0805753,2023-01-30
2160, 남구,공인중개사,이만석,우일공인중개사사무소,부산광역시 남구 유엔로 16 (우암동),35.12578557,129.0797875,2023-01-30
2161, 남구,공인중개사,장연재,현대공인중개사사무소,"부산광역시 남구 우암로2번길 5 상가12동 101호 (감만동, 감만현대1차아파트)",35.11163394,129.0827817,2023-01-30
2162, 남구,공인중개사,김재환,동남공인중개사사무소,부산광역시 남구 우암로 93 (감만동),35.11870731,129.080045,2023-01-30
2163, 남구,공인중개사,윤석건,호수부동산중개사무소,부산광역시 남구 동명로164번길 1 (용호동),35.11888717,129.1148899,2023-01-30
2165, 남구,공인중개사,안병선,태양공인중개사사무소,부산광역시 남구 용호로 195-1 (용호동),35.11481973,129.1112033,2023-01-30
2166, 남구,공인중개사,유명희,금탑공인중개사사무소,"부산광역시 남구 분포로 111 1003동 115호 (용호동, 엘지메트로시티)",35.12692281,129.1095247,2023-01-30
2167, 남구,공인중개사,이종택,자이메트로공인중개사사무소,"부산광역시 남구 신선로 566 401동 132호 (용호동, GS하이츠자이)",35.13266335,129.1096685,2023-01-30
2168, 남구,공인중개사,김희태,대명공인중개사사무소,부산광역시 남구 진남로 27-2 (대연동),35.13754426,129.091344,2023-01-30
2169, 남구,공인중개사,한륜교,LG부동산공인중개사사무소,부산광역시 남구 전포대로 78-1 1층 (문현동),35.14372772,129.0670974,2023-01-30
2170, 남구,공인중개사,박해영,LG공인중개사사무소,"부산광역시 남구 분포로 111 1001동 107호 (용호동, 엘지메트로시티)",35.12692281,129.1095247,2023-01-30
2171, 남구,공인중개사,이명철,제일부동산중개사무소,부산광역시 남구 고동골로 42-1 (문현동),35.14085172,129.0712408,2023-01-30
2172, 남구,공인중개사,황경희,성원공인중개사사무소,부산광역시 남구 동명로164번길 94 (용호동),35.11481477,129.1137044,2023-01-30
2173, 남구,공인중개사,송도호,대연바다공인중개사사무소,"부산광역시 남구 유엔로75번길 5 상가 101호 (우암동,동림리라)",35.1284839,129.0844752,2023-01-30
2174, 남구,공인중개사,손호성,오륙도SK공인중개사사무소,부산광역시 남구 동명로132번길 77 (용호동),35.11640502,129.1103473,2023-01-30
2175, 남구,공인중개사,정순미,블루오션공인중개사사무소,부산광역시 남구 분포로 145 1134호,35.1342266,129.1112149,2023-01-30
2176, 남구,공인중개사,박진옥,탑공인중개사사무소,부산광역시 남구 수영로 201 (대연동),35.13511727,129.0885903,2023-01-30
2177, 남구,중개인,강진홍,뉴부산부동산중개인사무소,부산광역시 남구 전포대로67번길 4 (문현동),35.14288679,129.0663731,2023-01-30
2178, 동구,법인,양기창,(주)비케이부동산중개법인,"부산광역시 동구 조방로 14 717호(범일동, 동일타워)",35.13873,129.0634548,2023-01-30
2179, 동구,공인중개사,정현수,삼정범일역326공인중개사사무소,부산광역시 동구 범일로90번길 17 1동 3층 326호(범일역삼정그린코아시티),35.13827809,129.0615396,2023-01-30
2180, 동구,공인중개사,정진승,진흥마제스타워부동산중개사무소,부산광역시 동구 자성로133번길 6 104동 1103호,35.13737736,129.065566,2023-01-30
2181, 동구,공인중개사,박지우,리치공인중개사사무소,부산광역시 동구 수정중로 1 1층,35.12879649,129.0437954,2023-01-30
2182, 동구,공인중개사,김혜지,동원로얄부동산공인중개사사무소,부산광역시 동구 중앙대로286번길 10 1층,35.12139694,129.0447322,2023-01-30
2183, 동구,공인중개사,공을주,태양부동산공인중개사사무소,부산광역시 동구 수정동로 9-1 1층,35.12962542,129.0448813,2023-01-30
2184, 동구,공인중개사,기미경,일동미라주공인중개사,부산광역시 동구 자성로 2 104동 105호,35.13174979,129.0525013,2023-01-30
2185, 동구,공인중개사,이미나,뉴오아시스공인중개사사무소,부산광역시 동구 고관로 40 B102호,35.12290351,129.0435446,2023-01-30
2186, 동구,공인중개사,김다운,오아시스공인중개사사무소,"부산광역시 동구 고관로 40 B102호(초량동, 지원더뷰시티오피스텔)",35.12290351,129.0435446,2023-01-30
2187, 동구,공인중개사,백순경,황금나무공인중개사사무소,부산광역시 동구 자성로 100 101호 (범일동),35.13548404,129.0625347,2023-01-30
2188, 동구,공인중개사,성지연,두드림공인중개사사무소,"부산광역시 동구 중앙대로214번길 3-12 303호 일부 (초량동, 동서빌딩)",35.11683635,129.0415363,2023-01-30
2189, 동구,공인중개사,정광택,이바구공인중개사사무소,부산광역시 동구 망양로 697 (수정동),35.12761506,129.0417725,2023-01-30
2190, 동구,공인중개사,김미선,명문공인중개사사무소,부산광역시 동구 고관로 100-1 3층 (수정동),35.12784257,129.0457033,2023-01-30
2191, 동구,공인중개사,박광덕,신화부동산중개,"부산광역시 동구 충장대로 160 B동 103호 (초량동, 협성마리나G7)",35.1160844,129.045114,2023-01-30
2192, 동구,공인중개사,문미애,조은부동산공인중개사사무소,부산광역시 동구 진성로 28 2층 (좌천동),35.13100414,129.0470166,2023-01-30
2193, 동구,공인중개사,박상미,협성스타공인중개사사무소,"부산광역시 동구 중앙대로 357 301동 116호(수정동, 협성휴포레부산진역)",35.12730426,129.0464535,2023-01-30
2194, 동구,공인중개사,김모선,보성부동산중개,부산광역시 동구 수정로 18 3층 (수정동),35.12794636,129.045167,2023-01-30
2195, 동구,공인중개사,조문희,초량베스티움부동산중개,"부산광역시 동구 홍곡로 37 301동 104호 (초량동, 초량베스티움센트럴베이)",35.12439932,129.0383633,2023-01-30
2196, 동구,공인중개사,전숙선,범양e편한공인중개사사무소,부산광역시 동구 고관로29번길 20 초량동,35.1224247,129.0415747,2023-01-30
2197, 동구,공인중개사,김남길,범일이편한부동산중개사무소,부산광역시 동구 자성로133번길 45 3층 범일동,35.14054979,129.0625458,2023-01-30
2198, 동구,공인중개사,이성재,더찬란한부동산중개,부산광역시 동구 자성로133번길 45 3층 범일동,35.14054979,129.0625458,2023-01-30
2199, 동구,공인중개사,황보근,합동부동산중개사무소,부산광역시 동구 자성로133번길 45 3층,35.14054979,129.0625458,2023-01-30
2200, 동구,공인중개사,김여진,황제공인중개사사무소,부산광역시 동구 초량중로 141 1층 (수정동),35.12401765,129.0418693,2023-01-30
2201, 동구,법인,박병옥,(유)뉴태양부동산중개법인,"부산광역시 동구 조방로 14 616호(범일동, 동일타워)",35.13873,129.0634548,2023-01-30
2202, 동구,공인중개사,김동하,지성부동산중개사무소,부산광역시 동구 수정중로 14 2층(수정동),35.12974125,129.043994,2023-01-30
2203, 동구,공인중개사,김동환,미들맨부동산중개,"부산광역시 동구 고관로 54 1107호(초량동, 마리나베이시티오피스텔)",35.12396505,129.0437886,2023-01-30
2204, 동구,공인중개사,백훈,동일타워공인중개사사무소,"부산광역시 동구 조방로 14 117호(범일동, 동일타워)",35.13873,129.0634548,2023-01-30
2205, 동구,공인중개사,조재희,77억부동산중개,부산광역시 동구 중앙대로 381 B동 2층(수정동),35.12941783,129.0490809,2023-01-30
2206, 동구,공인중개사,박정근,수정부동산공인중개사사무소,부산광역시 동구 망양로 687 (수정동),35.12719169,129.0406919,2023-01-30
2207, 동구,공인중개사,백달호,양지부동산공인중개사사무소,"부산광역시 동구 조방로 48 1층 1080호(범일동, 자유시장)",35.14096866,129.0610369,2023-01-30
2208, 동구,공인중개사,김홍,명품부동산공인중개사사무소,"부산광역시 동구 범일로90번길 17 1층 106호(범일동, 범일역삼정그린코아 더시티)",35.13827809,129.0615396,2023-01-30
2209, 동구,공인중개사,김숙자,나이스공인중개사사무소,부산광역시 동구 홍곡로 50 이편한세상부산항 근린생활시설 3동 303호 일부,35.12388203,129.0408691,2023-01-30
2210, 동구,공인중개사,임수정,범일삼정326공인중개사사무소,부산광역시 동구 범일로90번길 17 326호,35.13827809,129.0615396,2023-01-30
2211, 동구,공인중개사,김숙정,미소공인중개사사무소,부산광역시 동구 홍곡로 50 이편한부산항 근린생활시설 3동 303호,35.12388203,129.0408691,2023-01-30
2212, 동구,공인중개사,노유수,금샘부동산중개사무소,부산광역시 동구 홍곡로 67 가동 104호,35.12515347,129.0418618,2023-01-30
2213, 동구,공인중개사,이준수,JS공인중개사사무소,"부산광역시 동구 충장대로 160 B106호(초량동, 협성마리나G7)",35.1160844,129.045114,2023-01-30
2214, 동구,공인중개사,이현동,에이치앤제이공인중개사사무소,부산광역시 동구 고관로29번길 6 1층(초량동),35.12219334,129.0422739,2023-01-30
2215, 동구,공인중개사,박선영,신화부동산공인중개사사무소,부산광역시 동구 충장대로 160 B동103호(초량동),35.1160844,129.045114,2023-01-30
2216, 동구,공인중개사,정형선,제이앤비JnB공인중개사사무소,부산광역시 동구 조방로 48 1006호(범일동),35.14096866,129.0610369,2023-01-30
2217, 동구,공인중개사,이종화,금화부동산공인중개사사무소,부산광역시 동구 초량상로157번길 5 1층(수정동),35.1242264,129.0427496,2023-01-30
2218, 동구,공인중개사,김필곤,제일신용공인중개사사무소,부산광역시 동구 범일로 97 2층 202호,35.13866072,129.0590207,2023-01-30
2219, 동구,공인중개사,김현규,서린부동산공인중개사사무소,부산광역시 동구 망양로 853-1 (수정동),35.13693354,129.0472243,2023-01-30
2220, 동구,공인중개사,배진희,뉴범양공인중개사사무소,"부산광역시 동구 초량중로 121-1 101호(초량동, 동구해동원룸)",35.12242107,129.0409493,2023-01-30
2221, 동구,공인중개사,류승와,넘버원공인중개사사무소,부산광역시 동구 중앙대로371번길 35 3층(수정동),35.12955438,129.0468444,2023-01-30
2222, 동구,공인중개사,김지나,스타부동산중개사무소,부산광역시 동구 조방로26번길 9 1층(범일동),35.13980861,129.0627776,2023-01-30
2223, 동구,공인중개사,김종진,탑공인중개사사무소,부산광역시 동구 수정동로 19 1층 (수정동),35.12997039,129.0456428,2023-01-30
2224, 동구,공인중개사,서인숙,하버시티공인중개사사무소,"부산광역시 동구 범일로 41 상가동 108호  (범일동, 오션브릿지)",35.13341403,129.0590844,2023-01-30
2225, 동구,공인중개사,이경선,월드공인중개사사무소,부산광역시 동구 홍곡로 77 1층 (수정동),35.12566678,129.0429655,2023-01-30
2226, 동구,공인중개사,김유진,코끼리부동산중개초량범양레우스,"부산광역시 동구 초량중로 114 B125호(초량동,범양레우스센트럴베이)",35.12121611,129.041658,2023-01-30
2227, 동구,공인중개사,정용진,부강공인중개사사무소,부산광역시 동구 자성로 10 1층 (좌천동),35.13281241,129.0536562,2023-01-30
2228, 동구,공인중개사,김화순,다진공인중개사사무소,"부산광역시 동구 수정중로38번길 10 1층 (수정동, 다진하우스)",35.13105983,129.0457884,2023-01-30
2229, 동구,공인중개사,라상현,써밋공인중개사사무소,부산광역시 동구 망양로 616 2층(초량동),35.12511475,129.0348176,2023-01-30
2230, 동구,공인중개사,박은아,제니스부동산중개사사무소,부산광역시 동구 성남이로 25 (범일5동),35.13251514,129.0567356,2023-01-30
2231, 동구,공인중개사,김정순,스티공인중개사사무소,"부산광역시 동구 홍곡로 50 근린생활시설-2 206호(초량동,e편한세상부산항)",35.12300469,129.0401668,2023-01-30
2232, 동구,공인중개사,박정희,협성휴포레부동산중개사무소,"부산광역시 동구 중앙대로 357 상가동301동116호(수정동,협성휴포레부산진역)",35.12730426,129.0464535,2023-01-30
2233, 동구,공인중개사,신지현,유림부동산중개,부산광역시 동구 중앙대로274번길 7-3 101호,35.12111572,129.0438948,2023-01-30
2234, 동구,공인중개사,이성일,동원뉴딜부동산공인중개사사무소,부산광역시 동구 증산로 178 (범일동),35.14014925,129.0516439,2023-01-30
2235, 동구,공인중개사,최은희,집공인중개사사무소,부산광역시 동구 초량상로 39 (초량동),35.11547363,129.0364727,2023-01-30
2236, 동구,공인중개사,김동수,동일중앙부동산공인중개사사무소,부산광역시 동구 초량상로 124 (초량동),35.12236373,129.0402793,2023-01-30
2237, 동구,공인중개사,최지영,부산항하버시티공인중개사사무소,"부산광역시 동구 범일로 41 상가동106-3호(범일동, 범일오션브릿지)",35.13341403,129.0590844,2023-01-30
2238, 동구,공인중개사,최정호,비전부동산공인중개사사무소,"부산광역시 동구 중앙대로 357 상가동 301동 105호(수정동,협성휴포레부산진역)",35.12730426,129.0464535,2023-01-30
2239, 동구,공인중개사,박영곤,양지공인중개사사무소,"부산광역시 동구 중앙대로 357 상가동301동 106호(수정동, 협성휴포레부산진역)",35.12730426,129.0464535,2023-01-30
2240, 동구,공인중개사,변은숙,진역협성부동산중개사무소,"부산광역시 동구 중앙대로 357 상가동 301동108호(수정동, 협성휴포레부산진역)",35.12730426,129.0464535,2023-01-30
2241, 동구,공인중개사,방민여,세여부동산중개,부산광역시 동구 초량상로 151-1 2층 (수정동),35.12420267,129.0423653,2023-01-30
2244, 동구,공인중개사,여화순,상일부동산중개사무소,"부산광역시 동구 홍곡로 50 상가동 205호(초량동, 이편한세상부산항)",35.12300469,129.0401668,2023-01-30
2245, 동구,공인중개사,박민상,LK공인중개사사무소,"부산광역시 동구 고관로185번길 1 201호(좌천동, 다전리치텔)",35.13325715,129.0522684,2023-01-30
2246, 동구,공인중개사,한정호,범일부동산중개,부산광역시 동구 조방로49번길 14 2층 (범일동),35.13965337,129.0599225,2023-01-30
2247, 동구,공인중개사,이혜선,부산공인중개사사무소,부산광역시 동구 중앙대로 245 1층(초량동),35.11888325,129.0414527,2023-01-30
2248, 동구,공인중개사,강예정,우리금송공인중개사사무소,부산광역시 동구 고관로29번길 65 1층 (초량동),35.12306772,129.0391253,2023-01-30
2249, 동구,공인중개사,장혜숙,금송공인중개사사무소,부산광역시 동구 고관로29번길 65 1층(초량동),35.12306772,129.0391253,2023-01-30
2250, 동구,공인중개사,권택기,강남부동산공인중개사사무소,부산광역시 동구 범일로 97 (범일동),35.13866072,129.0590207,2023-01-30
2251, 동구,공인중개사,최준호,현대공인중개사사무소,부산광역시 동구 중앙대로 485 1층,35.13652168,129.0562388,2023-01-30
2253, 동구,공인중개사,김기남,지인공인중개사사무소,"부산광역시 동구 홍곡로 50 근린생활시설-2, 208호 (초량동, e편한세상부산항)",35.12300469,129.0401668,2023-01-30
2254, 동구,공인중개사,김보석,온누리공인중개사사무소,부산광역시 동구 초량상로 71-1 1층(초량동),35.11818382,129.0378784,2023-01-30
2255, 동구,공인중개사,유경보,Kb부동산공인중개사사무소,"부산광역시 동구 초량중로 70 102호(초량동, 동성빌딩)",35.11796711,129.0389727,2023-01-30
2258, 동구,공인중개사,석민,SM공인중개사사무소,"부산광역시 동구 중앙대로195번가길 45 1층 (초량동, 하이츠리버주택)",35.11711164,129.0378209,2023-01-30
2259, 동구,공인중개사,김지정,초량탑공인중개사사무소,"부산광역시 동구 홍곡로 50 근린생활시설-2 208호 (초량동,e편한세상부산항)",35.12300469,129.0401668,2023-01-30
2260, 동구,공인중개사,김태훈,대왕공인중개사사무소,부산광역시 동구 초량중로 11 1층(초량동),35.11315888,129.0362569,2023-01-30
2261, 동구,공인중개사,지규임,부부공인중개사사무소,부산광역시 동구 진성로 54 1층,35.13292153,129.0462731,2023-01-30
2262, 동구,공인중개사,정현정,승리공인중개사사무소,부산광역시 동구 고관로29번길 39 1층(초량동),35.12265083,129.0404365,2023-01-30
2263, 동구,공인중개사,박설진,동행부동산중개사무소,부산광역시 동구 진성로 13 2층(수정동),35.12990531,129.0479571,2023-01-30
2264, 동구,공인중개사,김성지,하버시티부동산중개사무소,"부산광역시 동구 범일로 41 상가동 108호 (범일동, 오션브릿지)",35.13341403,129.0590844,2023-01-30
2265, 동구,공인중개사,황혜정,센트럴공인중개사사무소,"부산광역시 동구 홍곡로 50 상가동 302호(초량동, 이편한세상부산항)",35.12300469,129.0401668,2023-01-30
2266, 동구,공인중개사,김유진,유진공인중개사사무소,부산광역시 동구 고관로 117 2층(수정동),35.12924917,129.0466978,2023-01-30
2267, 동구,공인중개사,박은경,아스티공인중개사사무소,부산광역시 동구 중앙대로214번길 7-8 407호(초량동),35.11656162,129.0420375,2023-01-30
2268, 동구,공인중개사,박정윤,신화하니엘부동산공인중개사사무소,"부산광역시 동구 고관로 48 104호(초량동, 신화하니엘 더시티)",35.12359685,129.0436303,2023-01-30
2269, 동구,공인중개사,강동원,동원공인중개사사무소,부산광역시 동구 대영로243번길 111 4층(초량동),35.11672234,129.0401197,2023-01-30
2270, 동구,공인중개사,이승용,대림e편한공인중개사사무소,부산광역시 동구 고관로29번길 45 1층 (초량동),35.1227252,129.0401742,2023-01-30
2271, 동구,공인중개사,이춘식,시온공인중개사사무소,부산광역시 동구 수정동로 6-1 1층 (수정동),35.12942286,129.0443301,2023-01-30
2272, 동구,공인중개사,최정인,하버오션탑부동산중개사무소,"부산광역시 동구 범일로 41 상가동 106-2호 (범일동,오션브릿지)",35.13341403,129.0590844,2023-01-30
2273, 동구,공인중개사,박조연,동일부동산공인중개사사무소,"부산광역시 동구 조방로 14 판매2-116호(범일동, 동일타워)",35.13873,129.0634548,2023-01-30
2274, 동구,공인중개사,권용대,유신공인중개사사무소,부산광역시 동구 자성공원로 1 지하1층(범일동),35.13723033,129.0597264,2023-01-30
2275, 동구,공인중개사,진우현,지플러스부동산중개,부산광역시 동구 대영로243번길 54 (초량동),35.11439317,129.0384336,2023-01-30
2276, 동구,공인중개사,강희원,부경부동산공인중개사사무소,부산광역시 동구 초량로 47-1 (초량동),35.12002671,129.0374081,2023-01-30
2277, 동구,공인중개사,김옥희,뉴드림공인중개사사무소,부산광역시 동구 범일로 3 (범일동),35.13025499,129.0595591,2023-01-30
2278, 동구,공인중개사,이수현,좋은부동산공인중개사사무소,부산광역시 동구 초량상로 125 (초량동),35.12265319,129.0401623,2023-01-30
2280, 동구,공인중개사,최국태,교차로부동산중개사무소,부산광역시 동구 고관로 134 (수정동),35.13016583,129.0480592,2023-01-30
2282, 동구,공인중개사,김경원,New시티공인중개사사무소,부산광역시 동구 초량중로 32-1 (초량동),35.11485332,129.0373315,2023-01-30
2283, 동구,공인중개사,최윤서,두산위브공인중개사사무소,"부산광역시 동구 범일로 41 상가동 108호 (범일동, 오션브릿지)",35.13341403,129.0590844,2023-01-30
2284, 동구,공인중개사,박한나,한나공인중개사사무소,"부산광역시 동구 범일로102번길 9 6층 706호 (범일동, 세종빌딩)",35.13921431,129.060652,2023-01-30
2285, 동구,공인중개사,박복서,대가공인중개사사무소,부산광역시 동구 중앙대로195번가길 47-4 (초량동),35.1173028,129.0376039,2023-01-30
2286, 동구,공인중개사,정미영,나라공인중개사사무소,부산광역시 동구 고관로29번길 24 (초량동),35.12249879,129.0413452,2023-01-30
2287, 동구,공인중개사,강동우,마리나베이시티공인중개사사무소,"부산광역시 동구 고관로 57 2동 102B호(수정동,대근아트빌라)",35.12449852,129.0435979,2023-01-30
2288, 동구,공인중개사,최혜영,덕인공인중개사사무소,부산광역시 동구 초량중로 104 (초량동),35.12077622,129.0404017,2023-01-30
2289, 동구,공인중개사,주희영,이편한부동산중개사무소,부산광역시 동구 초량상로 126-1 (초량동),35.12260595,129.040414,2023-01-30
2290, 동구,공인중개사,황희태,재세부동산중개사무소,부산광역시 동구 망양로 607 (초량동),35.12435953,129.0345886,2023-01-30
2291, 동구,공인중개사,박주원,동남공인중개사사무소,부산광역시 동구 수정중로 1 (수정동),35.12879649,129.0437954,2023-01-30
2292, 동구,공인중개사,박순이,범양레우스부동산중개,"부산광역시 동구 초량중로 114 B121호 (초량동, 범양레우스센트럴베이)",35.12121611,129.041658,2023-01-30
2293, 동구,공인중개사,이지영,이룸공인중개사사무소,부산광역시 동구 조방로 14 동일타워 117호,35.13873,129.0634548,2023-01-30
2294, 동구,공인중개사,강선중,일신공인중개사사무소,"부산광역시 동구 중앙대로180번길 12-11 203-1,2호(초량동)",35.11220823,129.0398977,2023-01-30
2295, 동구,공인중개사,이지혜,두산공인중개사사무소,부산광역시 동구 자성로116번길 2 105동 105호,35.13623313,129.0634552,2023-01-30
2296, 동구,공인중개사,김명옥,황금공인중개사사무소,부산광역시 동구 중앙대로371번길 12 3층,35.12904907,129.0479461,2023-01-30
2297, 동구,공인중개사,강미영,보아스부동산중개사무소,부산광역시 동구 조방로 14 동일타워 128호,35.13873,129.0634548,2023-01-30
2298, 동구,공인중개사,구본준,성우공인중개사사무소,부산광역시 동구 초량상로 73 (초량동),35.11827348,129.0379344,2023-01-30
2299, 동구,공인중개사,김정숙,대박부동산중개,부산광역시 동구 고관로29번길 53-1 (초량동),35.12286407,129.0397481,2023-01-30
2300, 동구,공인중개사,정상봉,나래공인중개사사무소,부산광역시 동구 대영로243번길 111 4층(초량동),35.11672234,129.0401197,2023-01-30
2301, 동구,공인중개사,김상수,오션브릿지공인중개사사무소,"부산광역시 동구 범일로 41 상가 104호 (범일동, 범일LH오션브릿지)",35.13341403,129.0590844,2023-01-30
2302, 동구,공인중개사,심우성,수성공인중개사사무소,부산광역시 동구 진성로 75-1 1층(수정동),35.13406408,129.0444443,2023-01-30
2303, 동구,공인중개사,황선애,로미오와 줄리엣 공인중개사 사무소,부산광역시 동구 중앙대로286번길 9 (초량동),35.12182994,129.0446938,2023-01-30
2304, 동구,공인중개사,김경옥,시티공인중개사사무소,부산광역시 동구 초량중로 32-1 (초량동),35.11485332,129.0373315,2023-01-30
2305, 동구,공인중개사,황보관,신라 공인중개사 사무소,부산광역시 동구 수정중로 45 (수정동),35.13202384,129.0458446,2023-01-30
2306, 동구,공인중개사,김소정,우리동네공인중개사사무소,부산광역시 동구 범상로 13-1 (범일동),35.14158895,129.0488203,2023-01-30
2307, 동구,공인중개사,전경옥,다현공인중개사사무소,"부산광역시 동구 중앙대로 514 지하1층 127호(범일동, 한성기린아파트)",35.13897637,129.0569399,2023-01-30
2308, 동구,공인중개사,이정준,범일공인중개사사무소,부산광역시 동구 진시장로 24 진시장2층 189호(범일동),35.13642685,129.0588381,2023-01-30
2309, 동구,공인중개사,박인현,경동부동산공인중개사사무소,부산광역시 동구 중앙대로221번길 23 (초량동),35.11712711,129.0391704,2023-01-30
2310, 동구,공인중개사,이재일,황금부동산중개사사무소,부산광역시 동구 조방로 48 자유시장 1층 1086호,35.14096866,129.0610369,2023-01-30
2311, 동구,공인중개사,이희순,우리공인중개사사무소,부산광역시 동구 고관로 38 102호(초량동),35.12269069,129.043136,2023-01-30
2312, 동구,공인중개사,이강자,한빛공인중개사사무소,부산광역시 동구 고관로 164 1층,35.13157616,129.0506996,2023-01-30
2313, 동구,공인중개사,고귀덕,반도공인중개사사무소,"부산광역시 동구 중앙대로320번길 10 101호(초량동, 초량동반도보라스카이뷰)",35.12404554,129.0459509,2023-01-30
2314, 동구,공인중개사,한홍섭,행정공인중개사사무소,부산광역시 동구 중앙대로389번길 8 (수정동),35.1302251,129.0495412,2023-01-30
2315, 동구,공인중개사,김명득,신명공인중개사사무소,부산광역시 동구 고관로 130-2 2층(수정동),35.12995199,129.0477711,2023-01-30
2316, 동구,공인중개사,정동우,위브공인중개사사무소,"부산광역시 동구 자성로116번길 2 105동 106호(범일동, 두산위브포세이돈Ⅱ)",35.13623313,129.0634552,2023-01-30
2317, 동구,공인중개사,박남수,행운공인중개사사무소,부산광역시 동구 고관로 135 2층(수정동),35.13036411,129.0480617,2023-01-30
2318, 동구,공인중개사,이종면,금호공인중개사사무소,부산광역시 동구 진시장로 21-4 2층 202호,35.13732613,129.0590802,2023-01-30
2319, 동구,공인중개사,허효영,LBA수정공인중개사사무소,부산광역시 동구 수정로 51 (수정동),35.12973104,129.0420409,2023-01-30
2320, 동구,공인중개사,송혜영,포세이돈공인중개사사무소,부산광역시 동구 자성로 108 (범일동),35.13594867,129.0630016,2023-01-30
2321, 동구,공인중개사,박원노,대경부동산공인중개사사무소,부산광역시 동구 범일로 105 3층 (범일동),35.13932681,129.0591281,2023-01-30
2322, 동구,공인중개사,박영애,한성기린공인중개사사무소,부산광역시 동구 중앙대로 514 한성기린프라자 105호(범일동),35.13897637,129.0569399,2023-01-30
2323, 동구,공인중개사,한윤숙,지원더뷰공인중개사사무소,부산광역시 동구 중앙대로286번길 7-8 지원더뷰오션상가 102호,35.12225033,129.0450722,2023-01-30
2324, 동구,공인중개사,조영희,1번지 공인중개사사무소,"부산광역시 동구 중앙대로274번길 7-7 102호(초량동, 부산역 유림로미오)",35.12149256,129.0440971,2023-01-30
2325, 동구,공인중개사,김봉석,청운공인중개사사무소,"부산광역시 동구 홍곡로 50 상가동 101호(초량동, 이편한세상부산항)",35.12300469,129.0401668,2023-01-30
2326, 동구,공인중개사,손영남,영남공인중개사사무소,부산광역시 동구 중앙대로371번길 20 (수정동),35.1292412,129.0476194,2023-01-30
2328, 동구,공인중개사,김계정,소망공인중개사사무소,부산광역시 동구 초량중로 96-1 (초량동),35.12017517,129.0400649,2023-01-30
2330, 동구,공인중개사,정춘미,노블리안공인중개사사무소,부산광역시 동구 중앙대로 169 121호(초량동),35.11294414,129.0381739,2023-01-30
2331, 동구,공인중개사,권영태,길영공인중개사사무소,부산광역시 동구 중앙대로209번길 23 (초량동),35.11631163,129.0386116,2023-01-30
2332, 동구,중개인,이인성,형제부동산중개사무소,부산광역시 동구 초량로13번길 86 (초량동),35.11549342,129.0383708,2023-01-30
2333, 동구,중개인,김신용,남도부동산중개인사무소,부산광역시 동구 망양로 877 (범일동),35.13888289,129.0479954,2023-01-30
2334, 동구,중개인,이종길,토박이좌승부동산 중개인사무소,부산광역시 동구 성남로 67 (좌천동),35.13132955,129.0562484,2023-01-30
2335, 동구,중개인,김종복,대우부동산중개사무소,부산광역시 동구 고관로 133-2 (수정동),35.13034656,129.0480066,2023-01-30
2336, 동구,중개인,김도완,제일부동산중개인사무소,부산광역시 동구 초량로 66-1 (초량동),35.11994325,129.0355749,2023-01-30
2337, 동래구,법인,이태구,제이에이케이부산부동산중개법인주식회사(분사무소),부산광역시 동래구 충렬대로 180-10 5층,35.20372719,129.0789527,2023-01-30
2338, 동래구,공인중개사,박혜경,신진공인중개사사무소,부산광역시 동래구 중앙대로1381번길 86 1층(온천동),35.21170897,129.0733801,2023-01-30
2339, 동래구,공인중개사,서선연,태일공인중개사사무소,부산광역시 동래구 명안로 89 1층(명장동),35.204488,129.104507,2023-01-30
2340, 동래구,공인중개사,이주원,자명공인중개사사무소,부산광역시 동래구 온천천로 153 2층(명륜동),35.20582717,129.0789805,2023-01-30
2341, 동래구,공인중개사,석지현,명륜대표공인중개사사무소,부산광역시 동래구 명륜로236번길 5-2 1층(명륜동),35.21484158,129.0839546,2023-01-30
2342, 동래구,공인중개사,윤언실,제일더샵공인중개사사무소,부산광역시 동래구 차밭골로 9 102호(온천동),35.21578578,129.0801778,2023-01-30
2343, 동래구,공인중개사,김은희,부자공인중개사사무소,"부산광역시 동래구 중앙대로1473번길 13 103동 118호(온천동, 벽산아스타)",35.2175054,129.0824194,2023-01-30
2344, 동래구,공인중개사,류용연,원공인중개사사무소,부산광역시 동래구 명륜로112번길 120 1층(칠산동),35.20221074,129.0892445,2023-01-30
2345, 동래구,공인중개사,최기종,명진공인중개사사무소,부산광역시 동래구 아시아드대로 147 2층(사직동),35.19756627,129.0652215,2023-01-30
